#,Player,Team,Pos,ADP,PTS,GP,PTS,G,A,'+/-,PIM,EVG,EVA,GWG,PPG,PPA,PPP,SOG,ATOI,FOW,BLK,HIT,GS,W,L,T/O,SO,SV,GA,SA,SV%,GAA
424,Shakir Mukhamadullin,Oilers,D,—,253.0,67,15,4.4,10.4,6.4,33,4,10,1,0,0,0.5,72,17.4,0,106.4,58,—,—,—,—,—,—,—,—,—,—
425,Justin Brazeau,Penguins,RW,—,252.2,72,25,11.7,13.4,'-1.2,21,10,12,2,2,1,3,94.3,11.8,0.2,39.9,105.1,—,—,—,—,—,—,—,—,—,—
426,Dylan DeMelo,Jets,D,—,252.1,81,22,3.7,17.9,'-6.2,43,4,17,1,0,0,0.1,71.5,19.9,0,106.2,116.6,—,—,—,—,—,—,—,—,—,—
427,Jonas Siegenthaler,Devils,D,—,252.1,74,15,2.9,12,1.4,42,3,11,0,0,0,0,68.1,19.8,0,122.6,93.1,—,—,—,—,—,—,—,—,—,—
428,Warren Foegele,Senators,"LW,RW",—,251.3,78,25,14.5,10.4,0.2,30,13,10,2,1,0,1.4,107.7,11.2,15.4,22.6,89.1,—,—,—,—,—,—,—,—,—,—
429,Teddy Blueger,Maple Leafs,C,—,250.3,71,27,10.3,16.9,1.2,36,8,16,2,0,0,0.1,83.6,13.7,412.2,43.1,88.9,—,—,—,—,—,—,—,—,—,—
430,Joel Armia,Kings,RW,—,250.3,70,26,12.6,13.2,1.1,29,10,12,2,1,1,1.7,89.8,13.6,6,35.5,76.7,—,—,—,—,—,—,—,—,—,—
431,Zach Whitecloud,Flames,D,—,250.3,78,17,3.7,13.4,'-12.6,37,4,13,1,0,0,0,74.2,20,0,132.9,132.8,—,—,—,—,—,—,—,—,—,—
432,Michael Carcone,Utah,LW,—,250.0,70,26,12.5,13.4,1,28,12,12,2,1,1,2.1,107.8,12.4,2.4,18.2,91.5,—,—,—,—,—,—,—,—,—,—
433,Justin Sourdif,Capitals,"C,RW",—,249.9,80,24,14.8,9.4,2.5,36,14,9,2,1,1,1.4,99,10.5,115.2,26.6,65.1,—,—,—,—,—,—,—,—,—,—
434,Nate Schmidt,Utah,D,—,249.7,79,18,4.2,13.9,1.6,31,4,13,1,0,1,3.6,78.4,18.3,0,87.9,79.2,—,—,—,—,—,—,—,—,—,—
435,Ryan Greene,Blackhawks,"C,RW",—,249.6,81,25,10.7,14,'-8.3,26,10,14,2,0,1,0.7,85,15.7,308.1,68.1,47.7,—,—,—,—,—,—,—,—,—,—
436,Rasmus Sandin,Capitals,D,—,248.4,54,21,4.1,16.7,3,18,4,15,1,0,1,4.1,66.9,18.7,0,82.6,84.3,—,—,—,—,—,—,—,—,—,—
437,Kaedan Korczak,Penguins,D,—,247.3,75,21,2.9,18.4,'-1.9,28,3,18,0,0,0,0.3,73.1,17.3,0,93.7,108.2,—,—,—,—,—,—,—,—,—,—
438,Will Borgen,Bruins,D,—,247.2,74,17,5,12,'-2.8,41,5,12,1,0,0,0,74.2,17.9,0,108,117.1,—,—,—,—,—,—,—,—,—,—
439,Nicolas Roy,Avalanche,"C,RW",—,246.3,74,26,10,15.6,6.2,31,9,15,2,1,1,1.7,79.6,13,375.4,36.5,66.2,—,—,—,—,—,—,—,—,—,—
440,Brandon Carlo,Blues,D,—,245.8,80,12,2.5,9.6,'-5.7,45,2,9,0,0,0,0,78.6,18,0,133.1,92.4,—,—,—,—,—,—,—,—,—,—
441,Cody Glass,Devils,"C,RW",—,245.4,71,24,12.5,11.4,0.9,31,12,11,2,0,0,1.5,94,12.7,347.9,35.4,50.4,—,—,—,—,—,—,—,—,—,—
442,Johnathan Kovacevic,Devils,D,—,242.3,75,19,4.6,14.3,1.3,57,5,14,1,0,0,0,71.2,18.1,0,90.8,103.5,—,—,—,—,—,—,—,—,—,—
443,Vladislav Namestnikov,Jets,"C,LW",—,241.9,79,26,10.3,15.2,'-3.4,33,8,12,2,2,3,5.4,84.5,12,213.5,39.3,86.1,—,—,—,—,—,—,—,—,—,—
444,Anthony Beauvillier,Capitals,LW,—,241.3,82,20,10.1,10.1,2.6,28,9,9,2,0,1,1.7,108.2,10.7,27.4,34.3,82.2,—,—,—,—,—,—,—,—,—,—
445,Brendan Gallagher,Canucks,RW,—,240.8,81,25,11.2,14.2,'-8.6,42,9,12,2,2,2,3.9,111.4,11.5,8,25.9,80.6,—,—,—,—,—,—,—,—,—,—
446,Frederick Gaudreau,Kraken,"C,RW",—,240.6,77,23,9.2,14.1,'-6.8,18,9,13,1,0,1,4.4,88.3,15.4,377.6,54.3,45.4,—,—,—,—,—,—,—,—,—,—
447,Kevin Bahl,Flames,D,—,240.0,79,21,4.2,16.4,'-12.5,48,4,16,1,0,0,0.3,71.1,20.8,0,109.6,120,—,—,—,—,—,—,—,—,—,—
448,Conor Timmins,Sabres,D,—,239.7,70,17,2.9,14,1.2,37,3,14,0,0,0,0,70.1,16.3,0,100.8,57.1,—,—,—,—,—,—,—,—,—,—
449,Jamie Oleksiak,Canucks,D,—,238.6,80,14,3.9,10.6,'-12.4,37,4,10,1,0,0,0,74.9,17.2,0,130.2,93.3,—,—,—,—,—,—,—,—,—,—
450,Nick Jensen,Ducks,D,—,238.2,75,19,3.4,15.2,2.2,24,3,15,1,0,0,0,68.3,17.9,0,91.1,77,—,—,—,—,—,—,—,—,—,—
451,Andre Burakovsky,Senators,"LW,RW",—,237.4,73,26,8.9,17,0.3,21,7,12,1,2,5,7.2,83.6,13.4,2.8,25.8,27.1,—,—,—,—,—,—,—,—,—,—
452,Brian Dumoulin,Kings,D,—,234.8,82,17,3.3,14,1.8,29,3,14,1,0,0,0,68.9,17.3,0,93.4,59.6,—,—,—,—,—,—,—,—,—,—
453,Luca Cagnoni,Sharks,D,—,233.9,72,21,5,16,1,36,4,12,1,1,4,5,91,17,0,46,68,—,—,—,—,—,—,—,—,—,—
454,Wyatt Kaiser,Blackhawks,D,—,233.5,78,17,5.1,12.3,'-11,37,5,12,1,0,0,0,79,19.9,0,104.6,63,—,—,—,—,—,—,—,—,—,—
455,Berkly Catton,Kraken,"C,LW",—,233.1,75,25,11.6,13.1,'-6.2,33,11,12,2,1,1,2.4,94,13.3,121.2,34.1,34.9,—,—,—,—,—,—,—,—,—,—
456,Alex Kerfoot,Predators,"C,LW,RW",—,232.5,74,24,9.7,14.2,'-3.3,29,9,13,2,0,1,1.3,79.1,12.5,271.1,50.3,57,—,—,—,—,—,—,—,—,—,—
457,Brenden Dillon,Devils,D,—,232.3,82,16,3.3,12.8,1.3,66,3,12,1,0,0,0,60.6,17.8,0,104.2,189.6,—,—,—,—,—,—,—,—,—,—
458,Trevor van Riemsdyk,Penguins,D,—,231.7,75,16,2.5,13.5,'-1.7,30,2,13,0,0,0,0.3,62.6,16.3,0,109.2,18.8,—,—,—,—,—,—,—,—,—,—
459,Andrei Vasilevskiy,Lightning,G,11.9,230.2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,59,33,20,6,3.8,1437,156,1593,0.902,2.64
460,Nick Lardis,Blackhawks,LW,—,229.9,78,24,12.6,11.4,'-6.2,30,11,10,2,2,2,3.5,99,11.5,0.3,25,84.9,—,—,—,—,—,—,—,—,—,—
461,Gage Goncalves,Lightning,"C,LW",—,229.8,74,26,8.4,17.2,4.9,34,7,15,1,1,2,3.5,73.7,14.6,36.5,27.5,96.1,—,—,—,—,—,—,—,—,—,—
462,Jason Dickinson,Oilers,C,—,229.8,71,20,9.8,10.6,5.1,31,9,10,2,0,0,0,74.8,14.4,494.6,51.1,97,—,—,—,—,—,—,—,—,—,—
463,Nicolas Hague,Predators,D,205.6,229.5,73,15,4.3,11,'-5.8,44,4,11,1,0,0,0,81.6,19.6,0,97.9,108.4,—,—,—,—,—,—,—,—,—,—
464,Morgan Barron,Jets,"C,LW",—,229.4,74,22,11.2,10.9,'-3.4,29,10,11,2,0,0,0,93.3,12,203.4,41.4,126.8,—,—,—,—,—,—,—,—,—,—
465,Radek Faksa,Stars,C,—,228.3,74,20,6.8,12.7,2.7,29,6,12,1,0,0,0.3,77.5,10.7,366,60.9,108.4,—,—,—,—,—,—,—,—,—,—
466,Nick Perbix,Predators,D,—,227.4,77,18,4.4,13.6,'-5.4,27,4,13,1,0,0,0,73.4,17.8,0,91.3,51.2,—,—,—,—,—,—,—,—,—,—
467,Josh Anderson,Canadiens,RW,—,227.1,76,20,11,9.2,2.2,66,10,9,2,0,0,0.6,90.3,13.2,19.3,37.4,136.8,—,—,—,—,—,—,—,—,—,—
468,Parker Wotherspoon,Knights,D,—,226.8,72,18,2.4,15.2,5.9,39,2,15,0,0,0,0.3,57.1,16.9,0,87.8,108.5,—,—,—,—,—,—,—,—,—,—
469,Connor Dewar,Penguins,"C,LW",—,225.3,72,21,9.8,11.3,'-1.2,24,9,11,2,0,0,0.5,86.5,13.1,99.2,44.8,143,—,—,—,—,—,—,—,—,—,—
470,Nic Dowd,Knights,C,—,225.0,73,20,9.5,10.4,4.3,51,9,10,1,0,0,0,70.6,12.8,491.2,54.3,119,—,—,—,—,—,—,—,—,—,—
471,Jack Drury,Predators,C,—,224.7,78,23,9.3,13.4,'-3.7,31,9,13,1,0,0,1.5,84.6,12.3,472.3,43.6,44.2,—,—,—,—,—,—,—,—,—,—
472,Jeremy Lauzon,Knights,D,—,224.7,72,12,3.1,8.7,5.9,70,3,9,0,0,0,0,73.7,17.1,0,93.2,257.7,—,—,—,—,—,—,—,—,—,—
473,A.J. Greer,Ducks,LW,—,224.0,70,23,9.7,12.8,1.5,70,9,13,2,0,0,0.5,88.6,12.6,3,30.9,178.9,—,—,—,—,—,—,—,—,—,—
474,Ondrej Palat,Islanders,LW,—,223.6,78,21,8.8,12.2,'-2.3,23,8,11,1,1,1,2.8,78.3,11.8,4.2,50.5,103.5,—,—,—,—,—,—,—,—,—,—
475,Dominic James,Lightning,C,—,223.5,67,25,10.4,14.4,3.4,25,10,13,2,1,1,2,79,11.3,227.9,21.6,71.6,—,—,—,—,—,—,—,—,—,—
476,Michael McCarron,Wild,C,—,222.0,76,18,9.1,8.6,2.9,67,8,8,1,0,0,0.1,80.5,11.9,474.2,54.6,140.3,—,—,—,—,—,—,—,—,—,—
477,Ryan Lindgren,Kraken,D,—,222.0,77,14,3.1,11.3,'-7.8,48,3,11,0,0,0,0,64.9,18,0,115.4,92.4,—,—,—,—,—,—,—,—,—,—
478,Erik Cernak,Lightning,D,—,221.6,71,13,2.8,10.3,4.8,54,3,10,0,0,0,0,63.1,16.8,0,97.2,161.6,—,—,—,—,—,—,—,—,—,—
479,Adam Wilsby,Predators,D,—,221.0,78,20,4.2,15.4,'-5.4,39,4,15,1,0,0,0.4,83.5,17.3,0,69,51.4,—,—,—,—,—,—,—,—,—,—
480,Noel Acciari,Flyers,"C,RW",—,220.3,71,16,7.8,7.9,'-0.1,22,7,8,1,0,0,0.6,75.2,12.1,325.7,73.2,116.4,—,—,—,—,—,—,—,—,—,—
481,Ilya Lyubushkin,Predators,D,—,220.2,77,13,2,11.1,'-4.8,45,2,11,0,0,0,0,50.7,16,0,127.8,110.6,—,—,—,—,—,—,—,—,—,—
482,Noah Laba,Rangers,C,—,220.1,73,25,8.8,15.8,'-3.4,32,8,15,1,1,1,1.4,77,13.4,319,38.8,97.5,—,—,—,—,—,—,—,—,—,—
483,Nick Foligno,Wild,"C,LW",—,219.4,71,22,8.7,13.7,2.6,44,7,11,1,1,2,2.9,75,12,224.2,33.9,141.6,—,—,—,—,—,—,—,—,—,—
484,Tyson Hinds,Ducks,D,—,218.7,72,9,2,7,2,18,2,7,0,0,0,0,53,16,0,127,89,—,—,—,—,—,—,—,—,—,—
485,Pontus Holmberg,Lightning,RW,—,218.6,66,20,8.9,11.4,3.7,29,9,11,1,0,0,0.5,77.2,12.3,78.5,41.7,55.7,—,—,—,—,—,—,—,—,—,—
486,Connor Hellebuyck,Jets,G,26.6,218.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,58,30,21,7,4.3,1421,145,1566,0.907,2.50
487,Michael Rasmussen,Red Wings,"C,LW",—,217.7,76,19,8.6,10.2,'-3.2,26,8,10,1,0,0,2,77.6,11.9,131,57.9,91.8,—,—,—,—,—,—,—,—,—,—
488,Logan Thompson,Capitals,G,28.6,217.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,53,30,17,6,4,1380,131,1511,0.913,2.47
489,Karel Vejmelka,Utah,G,69.2,217.1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,60,31,22,7,3.3,1512,168,1680,0.900,2.80
490,Kevin Stenlund,Utah,C,—,217.1,76,19,9.1,10.1,1,35,8,10,1,0,0,0.2,74.4,13.6,535.1,52.7,57.5,—,—,—,—,—,—,—,—,—,—
491,Jeremy Swayman,Bruins,G,64.9,216.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,57,30,21,6,3.9,1478,147,1625,0.909,2.58
492,Carter Hart,Knights,G,134.6,215.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,55,31,18,6,3.1,1305,153,1458,0.895,2.78
493,Adam Klapka,Flames,RW,—,215.6,78,21,10.4,10.4,'-6.8,70,10,10,2,0,0,0.8,84.1,10.3,2,47.9,237,—,—,—,—,—,—,—,—,—,—
494,Kasperi Kapanen,Oilers,RW,—,215.0,67,21,8.4,12.9,5.1,23,8,12,1,0,0,1.4,84,13.8,16.3,24.4,95.5,—,—,—,—,—,—,—,—,—,—
495,Igor Shesterkin,Rangers,G,39.6,214.8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,59,30,22,7,3.7,1495,157,1652,0.905,2.66
496,Casey Cizikas,Islanders,"C,LW",—,213.2,79,18,9,8.7,'-2.2,31,8,8,1,0,0,0.3,82.2,11.3,398.8,54.2,160.9,—,—,—,—,—,—,—,—,—,—
497,Yakov Trenin,Wild,"C,LW,RW",—,212.9,80,19,8.2,10.7,3.6,40,8,10,1,0,0,0.1,87.5,12.7,65.5,34.8,277.4,—,—,—,—,—,—,—,—,—,—
498,Jake Oettinger,Stars,G,24.6,212.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,56,30,20,6,3.3,1359,153,1512,0.899,2.73
499,Elias Pettersson,Canucks,D,202.7,210.6,79,13,4.8,8.7,'-11.8,19,3,9,1,1,0,1.4,73.7,19,0,101.5,154.1,—,—,—,—,—,—,—,—,—,—
500,Lars Eller,Panthers,C,—,209.6,79,18,7.5,10.5,5.3,30,7,10,1,0,0,0.6,86.4,10,396,33,60,—,—,—,—,—,—,—,—,—,—
501,Marcus Foligno,Wild,LW,—,208.9,70,18,8.4,9.9,2.9,54,8,10,1,0,0,1.5,72.9,12.3,6.7,44.5,194.9,—,—,—,—,—,—,—,—,—,—
502,Noah Ostlund,Sabres,C,—,208.1,71,22,7.6,13.9,1.1,26,7,12,1,1,2,3.2,72,13.6,130.8,33.5,32.1,—,—,—,—,—,—,—,—,—,—
503,Ryan Graves,Penguins,D,—,207.1,73,7,2.9,4,'-1.7,34,3,4,0,0,0,0,68.7,16.4,0,115.3,80.1,—,—,—,—,—,—,—,—,—,—
504,Zemgus Girgensons,Lightning,LW,—,206.3,77,16,8.1,7.6,4.4,33,8,7,1,0,0,0.1,82.5,13.2,105.6,44.1,167.9,—,—,—,—,—,—,—,—,—,—
505,Dmitri Simashev,Utah,D,—,206.1,72,12,4,8.2,1.3,38,4,8,1,0,0,0.1,78,15.5,0,76.3,47.4,—,—,—,—,—,—,—,—,—,—
506,Colton Sissons,Maple Leafs,"C,RW",—,205.6,80,17,8.3,8.8,1,34,8,8,1,0,1,1.1,76.6,11.1,436.8,47.5,91.3,—,—,—,—,—,—,—,—,—,—
507,Henri Jokiharju,Bruins,D,—,204.3,63,19,3.2,15.4,'-2.5,25,3,14,0,0,1,1.2,67.2,18.2,0,65.6,54.5,—,—,—,—,—,—,—,—,—,—
508,Nick Cousins,Senators,LW,—,204.1,76,19,8.3,11.1,0.3,59,8,11,1,0,0,0.1,82.3,11.1,29.7,35,126.8,—,—,—,—,—,—,—,—,—,—
509,Tim Washe,Ducks,C,—,202.6,75,17,9.5,7.8,1.5,32,9,7,1,0,0,0.8,87,12.9,307.7,31.5,142.8,—,—,—,—,—,—,—,—,—,—
510,Marat Khusnutdinov,Bruins,"C,LW",—,202.4,77,22,7.2,15.2,'-2.2,24,7,15,1,1,1,1.2,65,13.6,148.6,41.9,59.4,—,—,—,—,—,—,—,—,—,—
511,Lian Bichsel,Stars,D,—,201.8,77,14,4.3,10,4.8,55,4,10,1,0,0,0,67,15.8,0,66.1,207.4,—,—,—,—,—,—,—,—,—,—
512,Dmitry Kulikov,Panthers,D,—,201.7,75,10,2.8,7.1,9.7,42,3,7,0,0,0,0,68.5,18.3,0,75.4,104.1,—,—,—,—,—,—,—,—,—,—
513,Ilya Sorokin,Islanders,G,35.6,201.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,59,28,24,7,3.1,1632,168,1800,0.906,2.85
514,Sandis Vilmanis,Panthers,LW,—,200.3,75,22,10,12,6,22,9,12,2,1,0,1,67,10,0,18,93,—,—,—,—,—,—,—,—,—,—
515,Oliver Moore,Blackhawks,"C,RW",—,200.0,70,27,7.7,19.4,'-5.7,30,7,19,1,0,1,1.2,74,11,149.4,18.6,43.8,—,—,—,—,—,—,—,—,—,—
516,Beck Malenstyn,Sabres,"LW,RW",—,199.4,81,14,7,7.1,0.9,33,6,7,1,0,0,0.5,70.9,10.4,5.1,62.4,203.5,—,—,—,—,—,—,—,—,—,—
517,Jonathan Lekkerimaki,Canucks,RW,—,198.8,68,22,11,10.8,'-8.2,24,10,8,2,2,3,4.1,79,12.8,0,26.7,61.8,—,—,—,—,—,—,—,—,—,—
518,Lukas Dostal,Ducks,G,163.3,198.1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,55,28,21,6,2.6,1460,163,1623,0.900,2.96
519,Ryker Evans,Kraken,D,—,198.1,74,16,4.8,11.2,'-7.9,41,4,10,1,0,1,0.9,60.4,17.2,0,84.1,79.4,—,—,—,—,—,—,—,—,—,—
520,Sean Kuraly,Bruins,"C,RW",—,197.7,77,18,7.3,11.2,'-1.8,35,7,11,1,0,0,0,83.3,11.7,312.8,37.7,107.5,—,—,—,—,—,—,—,—,—,—
521,Mark Jankowski,Hurricanes,C,—,197.5,66,18,9.5,8.8,4.9,24,9,8,1,0,0,0.6,68.2,10.9,224.8,32.9,40.5,—,—,—,—,—,—,—,—,—,—
522,Ryan Winterton,Kraken,RW,—,197.2,70,20,10,10.4,'-4.7,22,10,10,1,0,0,0.1,83,10.8,42,30.1,78.1,—,—,—,—,—,—,—,—,—,—
523,Brad Lambert,Jets,C,—,197.1,64,23,7.5,15.6,'-2.7,26,6,13,1,2,3,4.2,67,10.8,129.2,26.4,51.5,—,—,—,—,—,—,—,—,—,—
524,Logan O'Connor,Avalanche,RW,—,197.0,77,18,7.4,10.9,5.5,31,7,11,1,0,0,0,74.3,11,14.6,31.1,60.1,—,—,—,—,—,—,—,—,—,—
525,Alexander Holtz,Knights,RW,—,196.5,66,20,7.9,12.3,4,20,8,12,1,0,0,1,76,11.3,1.2,21.5,55.2,—,—,—,—,—,—,—,—,—,—
526,Fedor Svechkov,Avalanche,C,—,195.8,74,19,7.6,11.9,5.4,27,7,12,1,0,0,0.4,72,10.3,231.2,26.2,50.4,—,—,—,—,—,—,—,—,—,—
527,Nils Lundkvist,Stars,D,—,195.4,59,15,3.2,11.5,4,26,3,11,0,0,0,1,70.7,16.7,0,56.6,39,—,—,—,—,—,—,—,—,—,—
528,Jet Greaves,Blue Jackets,G,125.6,195.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,54,27,21,6,2.9,1441,152,1593,0.905,2.81
529,Tye Kartye,Rangers,LW,—,194.7,71,20,8.3,12.2,'-2.9,37,8,12,1,0,0,0.6,72,11.4,2.4,35.9,175.8,—,—,—,—,—,—,—,—,—,—
530,Zachary L'Heureux,Avalanche,LW,—,193.6,70,16,9.3,6.4,5,40,9,6,1,1,1,1.5,78,10.9,1.1,29,133.8,—,—,—,—,—,—,—,—,—,—
531,Anthony Duclair,Islanders,LW,—,193.2,65,19,8.7,10.4,'-1.9,21,7,9,1,2,1,2.9,73.8,12,1.1,31,26.6,—,—,—,—,—,—,—,—,—,—
532,Taylor Raddysh,Rangers,RW,—,193.2,78,20,7.9,11.6,'-3.2,24,7,11,1,0,1,1.8,75.8,11.6,9.8,34,59.5,—,—,—,—,—,—,—,—,—,—
533,Blake Lizotte,Penguins,C,—,193.2,70,20,8.1,11.8,'-1.2,30,8,12,1,0,0,0.3,69.4,13,254.1,36.7,67.4,—,—,—,—,—,—,—,—,—,—
534,Alexey Toropchenko,Blues,"LW,RW",—,193.1,76,17,7.5,9,'-3.6,29,7,9,1,0,0,0,77.2,11.3,2.5,49.8,145,—,—,—,—,—,—,—,—,—,—
535,Albert Johansson,Red Wings,D,—,192.9,81,13,3.6,9,'-4.4,30,3,9,1,0,0,0.3,60.5,14.7,0,89.1,63,—,—,—,—,—,—,—,—,—,—
536,Mason Appleton,Red Wings,RW,—,192.3,74,20,8.8,10.8,'-3.5,32,9,10,1,0,0,0.3,80.1,13,28,30.6,84.4,—,—,—,—,—,—,—,—,—,—
537,Scott Mayfield,Islanders,D,—,191.0,74,11,2.4,8.3,'-2.8,51,2,8,0,0,0,0,60.2,15.3,0,94.8,76.5,—,—,—,—,—,—,—,—,—,—
538,John Gibson,Red Wings,G,185.7,190.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,54,26,21,7,3,1416,150,1566,0.904,2.78
539,Brandon Bussi,Hurricanes,G,73.9,190.6,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,45,26,14,5,2.9,1052,118,1170,0.899,2.62
540,Eric Robinson,Hurricanes,"LW,RW",—,189.9,70,18,9.1,9.1,5.6,17,9,9,1,0,0,0,80.3,11,2.2,15.4,92.5,—,—,—,—,—,—,—,—,—,—
541,Garnet Hathaway,Panthers,RW,—,189.8,77,12,6,6,4.5,59,5,6,1,0,0,0,66.7,8.8,11.4,60.8,240.2,—,—,—,—,—,—,—,—,—,—
542,Juuse Saros,Predators,G,115.6,189.7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,60,27,25,8,2.2,1547,193,1740,0.889,3.22
543,Dakota Joshua,Maple Leafs,"C,LW",—,189.6,65,19,9.1,9.8,1,41,8,10,1,0,0,1,65.2,12,36.5,33.1,189.2,—,—,—,—,—,—,—,—,—,—
544,Nick Bjugstad,Devils,C,—,189.5,72,16,8.5,7.6,0.7,34,8,7,1,0,0,0.7,84.4,9.9,281.2,29.3,103.2,—,—,—,—,—,—,—,—,—,—
545,Keegan Kolesar,Red Wings,RW,—,189.0,81,19,7.8,11.5,'-3.4,42,8,11,1,0,0,0,70.8,11.1,8.5,39.3,268.5,—,—,—,—,—,—,—,—,—,—
546,Isak Rosen,Jets,RW,—,188.7,72,19,8.5,10,'-2.8,22,7,7,1,2,3,4.5,76,10.1,0.3,25.9,39.8,—,—,—,—,—,—,—,—,—,—
547,Mark Kastelic,Bruins,"C,RW",—,188.1,71,16,8,7.7,'-1.6,74,8,7,1,0,0,0.1,77.1,10.7,261.3,42.9,171.2,—,—,—,—,—,—,—,—,—,—
548,Matthew Robertson,Rangers,D,—,187.8,75,13,3.4,9.8,'-4.4,41,3,10,1,0,0,0.4,74.5,16.6,0,69.2,84,—,—,—,—,—,—,—,—,—,—
549,Linus Ullmark,Senators,G,134.8,187.7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50,26,18,6,2.5,1280,145,1425,0.898,2.90
550,Brandon Duhaime,Maple Leafs,"LW,RW",—,187.7,83,14,6.9,7.3,1.1,61,6,7,1,0,0,0,73.4,10.8,8.5,48.8,173,—,—,—,—,—,—,—,—,—,—
551,Jesper Wallstedt,Wild,G,58.3,187.0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50,26,18,6,2.4,1278,147,1425,0.897,2.94
552,Trent Frederic,Oilers,"C,LW,RW",—,186.3,75,15,8.1,7,4.8,45,8,7,1,0,0,1,78.4,11,121.4,27.5,159.1,—,—,—,—,—,—,—,—,—,—
553,Jacob Markstrom,Panthers,G,72.5,186.1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,48,26,17,5,2.3,1155,141,1296,0.891,2.94
554,Sergei Bobrovsky,Maple Leafs,G,90.6,186.0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,54,26,21,7,2.3,1401,165,1566,0.895,3.06
555,Paul Cotter,Canucks,LW,—,183.6,80,20,12.4,7.7,'-9.9,34,12,7,2,0,0,0.5,77.2,11.9,54.2,27.7,217.1,—,—,—,—,—,—,—,—,—,—
556,Spencer Knight,Blackhawks,G,138.3,182.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,56,25,24,7,2.5,1512,168,1680,0.900,3
557,Jakub Dobes,Canadiens,G,81.1,182.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,49,25,18,6,2.4,1328,142,1470,0.903,2.90
558,Luke Schenn,Canucks,D,—,181.5,70,10,2.4,7.8,'-10.9,43,2,8,0,0,0,0,71.2,16.3,0,93.6,229.8,—,—,—,—,—,—,—,—,—,—
559,Scott Wedgewood,Avalanche,G,52.4,180.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,42,24,14,4,2.8,1046,109,1155,0.905,2.60
560,Cole Koepke,Jets,LW,—,179.9,74,19,7.9,10.9,'-2.8,20,7,11,1,0,0,0.5,81.5,9.7,0,20.2,161.2,—,—,—,—,—,—,—,—,—,—
561,Vincent Desharnais,Capitals,D,—,179.1,62,9,1.9,7.1,3,50,2,7,0,0,0,0,40.7,17.2,0,96.7,106.2,—,—,—,—,—,—,—,—,—,—
562,Mackenzie Blackwood,Avalanche,G,92.5,178.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,42,24,14,4,2.5,1041,114,1155,0.901,2.71
563,Nils Hoglander,Predators,LW,—,177.7,72,19,8,10.8,'-3.5,30,8,11,1,0,0,1.4,80.1,11,0.3,18.6,80.7,—,—,—,—,—,—,—,—,—,—
564,Dustin Wolf,Flames,G,192.3,176.7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,55,24,24,7,2.4,1429,166,1595,0.896,3.02
565,Ukko-Pekka Luukkonen,Sabres,G,110.7,176.7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,47,24,17,6,2.3,1180,136,1316,0.897,2.89
566,Tanner Jeannot,Bruins,"LW,RW",—,175.8,70,15,6.1,8.8,'-1.8,53,6,9,1,0,0,0.1,71.5,11.3,7.8,43.1,218,—,—,—,—,—,—,—,—,—,—
567,Ty Dellandrea,Sharks,C,—,175.8,70,16,5.7,10.4,0.6,43,5,9,1,0,0,1.5,64.2,11.1,302.1,38,127.8,—,—,—,—,—,—,—,—,—,—
568,Carter Mazur,Red Wings,LW,—,175.3,62,17,9,8,'-3,27,9,8,2,0,0,0,57,10,0,44,43,—,—,—,—,—,—,—,—,—,—
569,David Jiricek,Flyers,D,—,174.6,76,11,3.2,8.1,'-0.2,43,3,8,0,0,0,0,65,13.8,0,64.9,49.2,—,—,—,—,—,—,—,—,—,—
570,Joey Daccord,Kraken,G,205.6,174.2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50,23,21,6,2.7,1309,141,1450,0.903,2.82
571,Jake Allen,Devils,G,204.5,173.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,44,23,16,5,2.6,1090,120,1210,0.901,2.73
